gene,spearman_r,p_value,n_samples
CRAMP1,0.3503,0.02127544160551334,43
SELPLG,0.3503,0.006075453831707395,60
SNX18,0.3503,6.416635363371982e-06,158
RAB3IP,0.3502,1.2800230621973197e-05,148
EMC8,0.3502,6.454415355816064e-06,158
LMTK2,0.3499,6.59815060369509e-06,158
FAHD1,0.3499,6.574105561030353e-06,158
RASSF1,0.3499,1.8351351902540346e-05,143
MAIP1,0.3498,6.649489667898096e-06,158
CTF1,0.3498,0.0006317206773092083,92
TTC3,0.3498,0.0002925011964026667,103
RUNX2,0.3497,5.963975964012385e-05,126
NUP88,0.3497,6.681484797899207e-06,158
C6orf120,0.3497,0.00023825543327484156,106
SOS2,0.3496,6.7372648382634116e-06,158
SEC24B,0.3496,6.717224042660026e-06,158
LRCH4,0.3496,6.728773275948626e-06,158
IGSF8,0.3494,6.799833919485354e-06,158
MRPL41,0.3494,6.809836747298435e-06,158
TTC7A,0.3493,6.858108558093118e-06,158
PPP1R12A,0.3492,6.901200828989258e-06,158
GPALPP1,0.3491,6.945373540568681e-06,158
ZDHHC17,0.3489,7.021496149665e-06,158
FOXK2,0.3487,7.109456377133269e-06,158
AKR7A2,0.3487,7.120059165201613e-06,158
LOXL1,0.3485,7.221607845509271e-06,158
LUC7L2,0.3484,7.242233960662487e-06,158
PIGB,0.3484,0.007365541701391093,58
WDR18,0.3484,7.279865896841995e-06,158
RIOX1,0.3481,7.406116861884878e-06,158
ASCC2,0.3481,7.384252976321464e-06,158
ACTR3,0.348,7.429445439887785e-06,158
ERGIC1,0.3479,7.501489540972646e-06,158
CYB5B,0.3479,7.483465410775881e-06,158
RBFA,0.3477,2.5557267947806805e-05,140
BROX,0.3477,7.572329422840915e-06,158
GGT6,0.3476,0.0011966950865481385,84
TM2D3,0.3475,3.8889157430441235e-05,134
MYL5,0.3475,0.001201537568859475,84
CLUAP1,0.3473,0.00021608869736556554,109
RABEP1,0.3472,7.829408240443667e-06,158
HNRNPUL1,0.3471,7.871129527333571e-06,158
LPIN2,0.347,7.96493256634319e-06,158
ATP5PF,0.3469,8.01041982470098e-06,158
ARID1A,0.3469,8.007852399365549e-06,158
SEC23IP,0.3467,8.101287275822267e-06,158
GSN,0.3467,8.094708666575084e-06,158
DNAJA4,0.3467,8.099488640154382e-06,158
FASTKD3,0.3466,0.0076992468827099475,58
IL17B,0.3464,0.005041769236511731,64
GFOD2,0.3464,2.4072384785034008e-05,142
ZNF189,0.3464,0.08987338170790728,25
ELP4,0.3462,8.363749241350898e-06,158
IGHV1-69-2,0.3462,0.006728274262904929,60
MRTFA,0.3461,1.4387701937076075e-05,150
HAUS5,0.346,8.491145179657533e-06,158
SRSF3,0.346,8.467095969119398e-06,158
