gene,spearman_r,p_value,n_samples
ACTL6A,0.3554,0.05396353640999161,30
NFATC2IP,0.3552,0.054067407140044405,30
MAVS,0.3551,0.054171469063295945,30
COX4I1,0.3551,0.054153392136708195,30
PIBF1,0.355,0.05421823237993718,30
CMTR1,0.3548,0.054390731504396946,30
MTERF3,0.3546,0.06953518300029145,27
YAP1,0.3545,0.05458177196253864,30
SDC3,0.3545,0.2846927409558867,11
SF3B2,0.3544,0.05466820926126208,30
IGKV1D-8,0.3544,0.2583703743579637,12
MRPL52,0.3543,0.0547444353926012,30
ABHD17B,0.3542,0.05943985064187955,29
POLR1D,0.3541,0.05484966939362212,30
CELF1,0.3541,0.05484966939362212,30
ALKBH3,0.3541,0.10587904863346756,22
CAMK2D,0.354,0.08256106396901197,25
MRPL18,0.354,0.054965301135022376,30
PNPLA2,0.3539,0.07014272118686962,27
BCDIN3D,0.3538,0.2592665286763142,12
WDR4,0.3538,0.0550998667862617,30
UBE2Q1,0.3534,0.05541798811657366,30
EMC7,0.3531,0.055650819779969586,30
YME1L1,0.353,0.05569929883059973,30
ANAPC10,0.3528,0.06557205203347767,28
UBOX5,0.3528,0.0908807562129098,24
MYL3,0.3528,0.09873090026878227,23
THG1L,0.3527,0.0559230083249158,30
NUDT16,0.3527,0.0559230083249158,30
BACH1,0.3527,0.055893801676323275,30
ITPKC,0.3527,0.05595221722813215,30
TBC1D8,0.3526,0.056001029785347635,30
OXSM,0.3524,0.056118050496370635,30
ZNF121,0.3524,0.09914763882818584,23
C12orf57,0.352,0.056450877098590396,30
TMEM9,0.352,0.056421519224550055,30
CTSL,0.3519,0.05650025456076342,30
C4BPA,0.3518,0.05661787160571546,30
STAMBPL1,0.3517,0.05666743840670355,30
GGCX,0.3517,0.05663798990078244,30
CAPN2,0.3516,0.056755797092422455,30
GOLGA4,0.3516,0.2386997053420338,13
ACYP1,0.3516,0.056755797092422455,30
NAA38,0.3515,0.07223730522845996,27
NUDT6,0.3515,0.05678525436571127,30
FECH,0.3515,0.0568055127400664,30
PFDN5,0.3514,0.056864511494018714,30
PWP1,0.3514,0.056894014142444514,30
AGAP3,0.3513,0.108889217895919,22
RPL14,0.3511,0.0570916302521411,30
P3H4,0.3511,0.05712118699123638,30
RIPOR1,0.3511,0.0570916302521411,30
STUB1,0.351,0.05717132493137323,30
TMEM222,0.351,0.05723052718295436,30
BBS4,0.351,0.05717132493137323,30
TXNDC12,0.351,0.05723052718295436,30
SLC39A11,0.3508,0.05731934666905312,30
IST1,0.3507,0.09295404266952767,24
TXNDC16,0.3505,0.07303504273254831,27
PPM1F,0.3504,0.05762801249567239,30
VAMP3,0.3503,0.05773822747097636,30
SIN3A,0.3502,0.05781884656654247,30
ATG13,0.3501,0.057878443275475734,30
ACVR1,0.35,0.0735236157652673,27
NSFL1C,0.3499,0.05799766182845598,30
CXXC4,0.3497,0.26523878689278996,12
GNB5,0.3495,0.058309267409810066,30
TRAPPC8,0.3495,0.058360756326258006,30
FAM102B,0.3491,0.06861514602115303,28
TMEM87B,0.3491,0.05868226440087486,30
GRWD1,0.3491,0.05862225213298359,30
TIMM17B,0.3491,0.05868226440087486,30
JARID2,0.3489,0.1316631715569524,20
SARS1,0.3488,0.05887642063251186,30
ETFRF1,0.3485,0.0748752705293674,27
FAM20B,0.3485,0.0591395533588529,30
METTL14,0.3484,0.05919198107042975,30
SYVN1,0.3484,0.05916970820633307,30
AHSP,0.3484,0.05919462288964665,30
USP15,0.3483,0.05928257759789785,30
TUBGCP6,0.3483,0.05928257759789785,30
