gene,spearman_r,p_value,n_samples
ZFR,0.6346,7.99584923462214e-13,102
TWSG1,0.6346,7.958648352658864e-13,102
ALDH6A1,0.6345,8.055933658833983e-13,102
PDS5B,0.6344,8.130247508541857e-13,102
DKK2,0.6344,3.4450487549246343e-10,79
GALNT10,0.6344,8.141145210187611e-13,102
PPM1M,0.6344,8.155654276725265e-13,102
AGL,0.6343,8.216312772461954e-13,102
CD34,0.6343,8.263150436499563e-13,102
RNF113A,0.6343,8.208598443677289e-13,102
NOP9,0.6343,8.193166709263963e-13,102
SNX30,0.6342,8.313097888446063e-13,102
SYNGR1,0.6341,8.450635610821144e-13,102
SRRT,0.634,8.465943068174903e-13,102
DKC1,0.6339,8.619955152473382e-13,102
HYKK,0.6338,1.7619416306888794e-09,73
RAPGEF2,0.6338,8.725112915890153e-13,102
TRMU,0.6338,8.707662846528995e-13,102
PEA15,0.6337,8.747874995157195e-13,102
AAR2,0.6337,8.810696807142214e-13,102
TMEM33,0.6337,8.82283705376453e-13,102
ZNF503,0.6336,8.893125655075444e-13,102
AATF,0.6336,8.84327818625243e-13,102
VNN2,0.6335,8.951893032656365e-13,102
INHBA,0.6334,9.081736431338466e-13,102
CD46,0.6334,9.041961086008245e-13,102
PPID,0.6334,9.024699590914109e-13,102
TXN2,0.6334,9.100205874262912e-13,102
EPHA3,0.6333,7.632516345309107e-05,33
FER,0.6333,9.186903560945005e-13,102
ATAT1,0.6331,9.370824541674925e-13,102
NFXL1,0.6331,9.398889558789355e-13,102
MIEN1,0.6331,9.386933390485484e-13,102
MT1F,0.633,9.479319140957195e-13,102
ABCE1,0.6329,9.535956094213319e-13,102
CDC123,0.6328,9.6183958593855e-13,102
ITPR3,0.6328,9.625697362852302e-13,102
CRNKL1,0.6327,9.748172468824773e-13,102
DOCK7,0.6327,9.801042422445249e-13,102
PLPP3,0.6326,9.90879253755212e-13,102
ARIH1,0.6326,9.8295304046814e-13,102
BACE2,0.6326,0.0011997669175471566,23
KCTD3,0.6326,3.6159263388705743e-12,97
TSC22D2,0.6325,9.951696333766447e-13,102
MOCS1,0.6325,1.0009637986666089e-12,102
IGLV5-45,0.6324,1.367040655744071e-11,92
TBCB,0.6324,1.009852497625731e-12,102
EIF3J,0.6324,1.0041499033125246e-12,102
SERBP1,0.6323,1.0199234225373495e-12,102
DYNLL2,0.6322,1.027085035553935e-12,102
CIRBP,0.6322,1.0261365959675288e-12,102
RARRES1,0.6322,3.7893666519494895e-12,97
SHC1,0.6319,1.0655161313099503e-12,102
TRIP10,0.6319,1.0599781007909585e-12,102
GDPD1,0.6319,1.064871164062579e-12,102
