gene,spearman_r,p_value,n_samples
PGS1,0.5484,0.010049582480516538,21
HINT2,0.5483,0.01006842398418294,21
TMPO,0.5482,0.01007885060323683,21
SNX2,0.5482,0.01007885060323683,21
NUP214,0.5481,0.010108159690260715,21
FLNA,0.5481,0.010108159690260715,21
SLC25A46,0.5481,0.010108159690260715,21
M6PR,0.5481,0.010108159690260715,21
SLC38A10,0.5481,0.010108159690260715,21
DENND3,0.5481,0.010108159690260715,21
STK26,0.5481,0.010108159690260715,21
CCDC91,0.5481,0.010108159690260715,21
TSR2,0.5478,0.010156639645103263,21
LPGAT1,0.5478,0.010156639645103263,21
LSP1,0.5476,0.010175750052807436,21
SLC25A32,0.5476,0.01522566483537433,19
CHD1,0.5476,0.010186127048108425,21
PDE1C,0.5476,0.01245044008939105,20
TMX3,0.5476,0.010186127048108425,21
ZNF276,0.5474,0.012490190369603563,20
DPY19L4,0.5473,0.04282204937819731,14
PLA2G1B,0.5471,0.028301087242108818,16
TLCD2,0.5471,0.028301087242108818,16
REEP5,0.5471,0.01026462624556796,21
ADPGK,0.5471,0.01026462624556796,21
CSRP3,0.5471,0.1016780321289929,10
PWWP2B,0.5469,0.010294333964522258,21
GAL3ST4,0.5468,0.010324082786185745,21
FRAS1,0.5468,0.010324082786185745,21
TMEM109,0.5468,0.010324082786185745,21
AMOT,0.5468,0.010324082786185745,21
RASGRF2,0.5468,0.012596151304155444,20
PCYT2,0.5468,0.010324082786185745,21
RGS3,0.5465,0.010373548279212896,21
UHRF2,0.5465,0.010373548279212896,21
TRIM33,0.5464,0.03506666021670983,15
ZBED1,0.5463,0.010403477349845277,21
SLC7A6OS,0.5463,0.010393205162782452,21
ANAPC5,0.5463,0.010403477349845277,21
PRKRA,0.5462,0.010423232699147232,21
CD3G,0.5461,0.015567627068266362,19
DCTPP1,0.546,0.010453301578412285,21
SLC38A1,0.546,0.028674070658856885,16
TMEM154,0.5459,0.012783628876204716,20
WDTC1,0.5458,0.01048341176493093,21
HYI,0.5456,0.010513563222995485,21
RTF1,0.5456,0.010513563222995485,21
GLTP,0.5456,0.010513563222995485,21
RPS6KB2,0.5456,0.010513563222995485,21
MAN2B2,0.5455,0.010543755916837693,21
UVSSA,0.5455,0.010543755916837693,21
AOC3,0.5455,0.010543755916837693,21
TCEA1,0.5455,0.010543755916837693,21
ECM1,0.5455,0.010543755916837693,21
TXNIP,0.5455,0.010543755916837693,21
PGC,0.5455,0.010543755916837693,21
ZNF598,0.5452,0.010594222743162572,21
SPPL2A,0.5452,0.010584004283257948,21
FOPNL,0.5452,0.015768536462869336,19
SEPTIN6,0.545,0.010624597624398489,21
UBAC2,0.545,0.010624597624398489,21
SLC3A2,0.545,0.010624597624398489,21
SCP2,0.5449,0.010644912832762534,21
CACUL1,0.5445,0.010705987275852109,21
SYTL2,0.5444,0.013082608661519588,20
BABAM1,0.5443,0.010736586615943807,21
THEMIS,0.5443,0.010736586615943807,21
MPDU1,0.5442,0.010767227319457274,21
YIPF6,0.5442,0.010767227319457274,21
IGHV4-28,0.5442,0.010767227319457274,21
ARL3,0.5442,0.010767227319457274,21
GDF10,0.5442,0.010767227319457274,21
TUBE1,0.5441,0.029336337481376512,16
CADM3,0.544,0.05464653454086549,13
NSMCE4A,0.5439,0.010818711446403019,21
LRRC47,0.5439,0.010818711446403019,21
SYNCRIP,0.5439,0.01080861151011582,21
PKIG,0.5437,0.010849536280939865,21
URM1,0.5437,0.010849536280939865,21
PEPD,0.5437,0.010849536280939865,21
PIP5K1A,0.5435,0.044582294662733134,14
PRR3,0.5435,0.044582294662733134,14
RAB23,0.5434,0.010901391518427757,21
FBXL17,0.5434,0.010901391518427757,21
C11orf52,0.5434,0.010901391518427757,21
MFSD5,0.5433,0.03632146654170546,15
LRRC42,0.5433,0.013290365781594014,20
ANKRD11,0.5432,0.010932401359632294,21
SGTB,0.5432,0.010932401359632294,21
FAM53B,0.5432,0.024223114023834404,17
CHMP1A,0.5431,0.010953476001315555,21
HMBOX1,0.543,0.01096345272406814,21
ARHGAP23,0.543,0.01096345272406814,21
PCYOX1L,0.5429,0.010994545574058883,21
