gene,spearman_r,p_value,n_samples
NOP58,0.1341,0.3433214239991066,52
FUNDC1,0.1339,0.4165493479221761,39
KRT78,0.1338,0.41659368618669135,39
CCN5,0.1337,0.3445225048824108,52
ASGR2,0.1337,0.48114544991887637,30
TOMM22,0.1335,0.34540345679602974,52
PER3,0.1334,0.5160451254605113,26
BTD,0.1333,0.3463280423608798,52
TM7SF3,0.1332,0.35654156688154753,50
PANK3,0.1331,0.6800638459197368,12
CARM1,0.133,0.34731664175014065,52
TUBGCP2,0.1329,0.34771229069321874,52
NVL,0.1328,0.3479522832787558,52
RO60,0.1327,0.3484216760457284,52
CHORDC1,0.1327,0.34847360915243625,52
TMEM161A,0.1325,0.49313703525485053,29
BORCS8,0.1325,0.3489122306439462,52
DERPC,0.1325,0.34895376862769223,52
POTEI,0.1322,0.3499982694251023,52
EDEM3,0.1321,0.36047554036652646,50
SCUBE1,0.132,0.48695711310686585,30
DGUOK,0.1318,0.3514986474137222,52
ANAPC2,0.1316,0.3525683168806766,52
KMT2A,0.1315,0.3729649777940576,48
NDC1,0.1315,0.3676855251228548,49
SNRNP70,0.1314,0.3530207252471295,52
SIRT6,0.1313,0.3534838978827466,52
RASGRP1,0.131,0.6287351181706242,16
AKT2,0.1306,0.355912399083434,52
IGHV3-38,0.1303,0.3573707655436002,52
MTHFD2L,0.1302,0.6066943967218601,18
GID4,0.13,0.49345594824908795,30
SGCE,0.13,0.5543658849419469,23
SSR2,0.1299,0.5746158920989048,21
CDKN2A,0.1299,0.6192473366524132,17
LHFPL2,0.1298,0.5963025541504444,19
NACA,0.1298,0.35906836852303814,52
RHPN1,0.1297,0.6586192763211781,14
SETD1A,0.1297,0.3592898950559256,52
RIC1,0.1296,0.6881039438604583,12
STRA6,0.1295,0.43214450363843715,39
UEVLD,0.1295,0.3601381530570111,52
TIAM1,0.1293,0.4205246231291198,41
PHB,0.1293,0.36101557204877976,52
RARS2,0.1293,0.3607832574337288,52
POLRMT,0.1292,0.3614025171910339,52
RTF2,0.1292,0.36131485642278843,52
NUP93,0.1291,0.36157295401908723,52
GRN,0.129,0.3619863149143349,52
SEL1L,0.1289,0.3625137491429547,52
NDUFV2,0.1288,0.36296893156137666,52
FKBP8,0.1287,0.4167604640010511,42
ACAP3,0.1286,0.4831835313370199,32
UBE2J2,0.1286,0.4230253966775398,41
EZH1,0.1285,0.3948322040989521,46
ZNF646,0.1285,0.559127274498743,23
DPH3,0.1285,0.37870772343463743,49
PIGO,0.1283,0.37439005734591785,50
HPF1,0.1283,0.3646332618383607,52
ATF2,0.1282,0.36522570497913565,52
TUBG1,0.1281,0.36530831587353413,52
NDUFV3,0.1279,0.5705593817994802,22
EEF1B2,0.1277,0.3667806258543698,52
FAM104A,0.1276,0.4582907009482306,36
ECT2,0.1273,0.709214625773305,11
CASK,0.1272,0.48776064351629844,32
TWISTNB,0.1272,0.3995880170938637,46
RPL23,0.1271,0.3693878336939205,52
RPAP2,0.1269,0.3699030401268356,52
APOB,0.1269,0.3699493876612589,52
TOPBP1,0.1268,0.4610971437633475,36
POLR2B,0.1268,0.3701995192706018,52
OGT,0.1264,0.3719496811466181,52
GABARAPL2,0.1263,0.37242817468490924,52
ZBTB2,0.1263,0.49839101131080993,31
GSAP,0.1262,0.5477614270015437,25
ARNT,0.1262,0.37273204050442094,52
ARID5B,0.1262,0.4503666761114915,38
SRSF3,0.1261,0.3730187455134302,52
GANAB,0.1261,0.3729070581506679,52
MICOS13,0.126,0.3735084480736798,52
METTL15,0.1258,0.37425454913017736,52
PER1,0.1256,0.45899980954297204,37
CEP290,0.1256,0.42821020826839556,42
GCDH,0.1255,0.3751538566886595,52
COQ4,0.1255,0.4405169728380046,40
PVALB,0.1255,0.3754863842549668,52
ARID3A,0.1252,0.4873986327878161,33
CDC123,0.1247,0.3931092410063242,49
RPS3A,0.1243,0.38002244594913615,52
AC118549.1,0.1239,0.49920833946446935,32
MINPP1,0.1238,0.3818923108691667,52
TTC26,0.1238,0.3819230509210754,52
CDC73,0.1236,0.38285522257246857,52
FRA10AC1,0.1236,0.5003698299603981,32
MMP28,0.1236,0.6482989209372493,16
PHRF1,0.1235,0.38316432915095994,52
GATAD1,0.1235,0.3829678712587413,52
FREM1,0.1234,0.40865135962355936,47
YPEL5,0.1234,0.38354923003219665,52
BCL11B,0.1233,0.44256825656019944,41
BIN3,0.1233,0.3838196970855769,52
PCBP2,0.1233,0.38368228727387776,52
SLC3A2,0.1231,0.38459658496746657,52
FNIP2,0.1231,0.5759095355768655,23
STX8,0.1228,0.38588629873746727,52
SYVN1,0.1228,0.38585271375844366,52
POLR3F,0.1227,0.38613459576286313,52
IRF2,0.1226,0.38637576825574055,52
COQ5,0.1224,0.3872400942743697,52
TONSL,0.1222,0.5694660707878099,24
ILK,0.1221,0.3884396304535741,52
NANP,0.1221,0.38849066428885715,52
ZBTB7A,0.1221,0.38861699136293476,52
CRNKL1,0.1221,0.3886718958728937,52
ABO,0.1221,0.5525375461585359,26
SSRP1,0.1221,0.3883273123981081,52
WDR12,0.122,0.38901264356123166,52
NOL9,0.122,0.38901664484608967,52
TARBP1,0.122,0.42448252253275,45
HPX,0.1218,0.38954518840821717,52
UBA2,0.1218,0.38954938519286536,52
LCAT,0.1218,0.38966160030783875,52
MGST2,0.1216,0.3904584773373612,52
SLC51B,0.1214,0.6664011137233893,15
ERF,0.1211,0.43365931642704136,44
